PCName,Handles,processName,processID,processCPU,processHandless,MessageTime,MessageTimeForUsers
DAVIDECASTELLAN,846,RadeonSettings,11692,6.5,846,,1619680894.71677,29/04/2021 07:21:34
DAVIDECASTELLAN,0,Registry,124,,0,2,1619680894.83445,29/04/2021 07:21:34
DAVIDECASTELLAN,184,RegSrvc,5596,,184,5,1619680894.94304,29/04/2021 07:21:34
DAVIDECASTELLAN,191,RtkAudioService64,4200,,191,,1619680895.05321,29/04/2021 07:21:35
DAVIDECASTELLAN,486,RtkNGUI64,12888,0.734375,486,,1619680895.15451,29/04/2021 07:21:35
DAVIDECASTELLAN,380,RuntimeBroker,5060,0.671875,380,5,1619680895.2608,29/04/2021 07:21:35
DAVIDECASTELLAN,303,RuntimeBroker,9220,0.171875,303,,1619680895.38547,29/04/2021 07:21:35
DAVIDECASTELLAN,509,RuntimeBroker,9560,3.78125,509,,1619680895.49112,29/04/2021 07:21:35
DAVIDECASTELLAN,200,RuntimeBroker,9920,0.046875,200,5,1619680895.5996,29/04/2021 07:21:35
DAVIDECASTELLAN,354,RuntimeBroker,15476,4.359375,354,,1619680895.70084,29/04/2021 07:21:35
DAVIDECASTELLAN,726,SamsungMagician,9696,7.1875,726,,1619680895.80135,29/04/2021 07:21:35
DAVIDECASTELLAN,99,schtasks,5356,0,99,,1619680895.91994,29/04/2021 07:21:35
DAVIDECASTELLAN,99,schtasks,6424,0.015625,99,,1619680896.03342,29/04/2021 07:21:36
DAVIDECASTELLAN,1085,SearchApp,9508,4.484375,1085,,1619680896.14201,29/04/2021 07:21:36
DAVIDECASTELLAN,146,SearchFilterHost,17652,,146,,1619680896.2473,29/04/2021 07:21:36
DAVIDECASTELLAN,901,SearchIndexer,7628,,901,,1619680896.35166,29/04/2021 07:21:36
DAVIDECASTELLAN,344,SearchProtocolHost,13612,,344,5,1619680896.46012,29/04/2021 07:21:36
DAVIDECASTELLAN,418,SecurityHealthService,12680,,418,,1619680896.60334,29/04/2021 07:21:36
DAVIDECASTELLAN,183,SecurityHealthSystray,12616,0.09375,183,,1619680896.73594,29/04/2021 07:21:36
DAVIDECASTELLAN,850,ServiceHub.Host.CLR.x86,7636,3.734375,850,,1619680896.83779,29/04/2021 07:21:36
DAVIDECASTELLAN,762,ServiceHub.Host.CLR.x86,9984,2.640625,762,,1619680896.9403,29/04/2021 07:21:36
DAVIDECASTELLAN,1194,ServiceHub.IdentityHost,17300,9.078125,1194,,1619680897.04272,29/04/2021 07:21:37
DAVIDECASTELLAN,900,ServiceHub.RoslynCodeAnalysisService,11780,13.390625,900,,1619680897.18447,29/04/2021 07:21:37
DAVIDECASTELLAN,1589,ServiceHub.SettingsHost,16684,8.40625,1589,,1619680897.29336,29/04/2021 07:21:37
DAVIDECASTELLAN,700,ServiceHub.ThreadedWaitDialog,9092,2.125,700,,1619680897.39836,29/04/2021 07:21:37
DAVIDECASTELLAN,1145,ServiceHub.VSDetouredHost,16496,6.640625,1145,,1619680897.50178,29/04/2021 07:21:37
DAVIDECASTELLAN,886,services,888,,886,,1619680897.60858,29/04/2021 07:21:37
DAVIDECASTELLAN,471,SettingSyncHost,10892,1.515625,471,,1619680897.7099,29/04/2021 07:21:37
DAVIDECASTELLAN,565,sftlist,7072,,565,,1619680897.85011,29/04/2021 07:21:37
DAVIDECASTELLAN,140,sftvsa,5184,,140,5,1619680897.96657,29/04/2021 07:21:37
DAVIDECASTELLAN,105,SgrmBroker,15036,,105,,1619680898.07137,29/04/2021 07:21:38
DAVIDECASTELLAN,742,ShellExperienceHost,11204,2.046875,742,,1619680898.17615,29/04/2021 07:21:38
DAVIDECASTELLAN,581,sihost,1120,1.265625,581,,1619680898.27721,29/04/2021 07:21:38
DAVIDECASTELLAN,53,smss,520,,53,,1619680898.38583,29/04/2021 07:21:38
DAVIDECASTELLAN,624,spoolsv,4732,,624,,1619680898.50853,29/04/2021 07:21:38
DAVIDECASTELLAN,142,sqlwriter,5480,,142,,1619680898.61604,29/04/2021 07:21:38
DAVIDECASTELLAN,740,StartMenuExperienceHost,5292,1.671875,740,5,1619680898.71772,29/04/2021 07:21:38
DAVIDECASTELLAN,1564,svchost,556,,1564,,1619680898.81992,29/04/2021 07:21:38
DAVIDECASTELLAN,1443,svchost,1064,,1443,,1619680898.92051,29/04/2021 07:21:38
DAVIDECASTELLAN,148,svchost,1108,,148,5,1619680899.06057,29/04/2021 07:21:39
DAVIDECASTELLAN,361,svchost,1112,,361,,1619680899.17037,29/04/2021 07:21:39
DAVIDECASTELLAN,190,svchost,1360,0.046875,190,,1619680899.27499,29/04/2021 07:21:39
DAVIDECASTELLAN,272,svchost,1516,,272,,1619680899.38077,29/04/2021 07:21:39
DAVIDECASTELLAN,396,svchost,1524,,396,5,1619680899.4942,29/04/2021 07:21:39
DAVIDECASTELLAN,432,svchost,1568,,432,5,1619680899.60203,29/04/2021 07:21:39
DAVIDECASTELLAN,408,svchost,1584,,408,5,1619680899.71315,29/04/2021 07:21:39
DAVIDECASTELLAN,347,svchost,1616,,347,,1619680899.82307,29/04/2021 07:21:39
DAVIDECASTELLAN,240,svchost,1664,,240,5,1619680899.9239,29/04/2021 07:21:39
DAVIDECASTELLAN,261,svchost,1748,,261,,1619680900.03084,29/04/2021 07:21:40
DAVIDECASTELLAN,315,svchost,1756,,315,,1619680900.13768,29/04/2021 07:21:40
DAVIDECASTELLAN,442,svchost,1888,,442,,1619680900.28642,29/04/2021 07:21:40
DAVIDECASTELLAN,449,svchost,1896,,449,,1619680900.39815,29/04/2021 07:21:40
DAVIDECASTELLAN,341,svchost,2000,,341,,1619680900.50448,29/04/2021 07:21:40
DAVIDECASTELLAN,251,svchost,2008,,251,,1619680900.60726,29/04/2021 07:21:40
DAVIDECASTELLAN,152,svchost,2076,,152,,1619680900.70833,29/04/2021 07:21:40
DAVIDECASTELLAN,290,svchost,2124,,290,,1619680900.81782,29/04/2021 07:21:40
DAVIDECASTELLAN,125,svchost,2132,,125,,1619680900.93698,29/04/2021 07:21:40
DAVIDECASTELLAN,233,svchost,2292,,233,,1619680901.04817,29/04/2021 07:21:41
DAVIDECASTELLAN,172,svchost,2380,,172,5,1619680901.15167,29/04/2021 07:21:41
DAVIDECASTELLAN,142,svchost,2404,,142,,1619680901.25447,29/04/2021 07:21:41
DAVIDECASTELLAN,154,svchost,2440,,154,,1619680901.35995,29/04/2021 07:21:41
DAVIDECASTELLAN,223,svchost,2492,,223,,1619680901.46319,29/04/2021 07:21:41
DAVIDECASTELLAN,411,svchost,2564,,411,,1619680901.56725,29/04/2021 07:21:41
DAVIDECASTELLAN,208,svchost,2612,,208,5,1619680901.67371,29/04/2021 07:21:41
DAVIDECASTELLAN,186,svchost,2736,,186,,1619680901.78212,29/04/2021 07:21:41
DAVIDECASTELLAN,235,svchost,2744,,235,,1619680901.88432,29/04/2021 07:21:41
DAVIDECASTELLAN,403,svchost,2772,,403,,1619680901.98798,29/04/2021 07:21:41
DAVIDECASTELLAN,200,svchost,2836,,200,5,1619680902.09569,29/04/2021 07:21:42
DAVIDECASTELLAN,150,svchost,2896,,150,,1619680902.20106,29/04/2021 07:21:42
DAVIDECASTELLAN,188,svchost,3000,,188,5,1619680902.30604,29/04/2021 07:21:42
DAVIDECASTELLAN,581,svchost,3012,2.125,581,,1619680902.41705,29/04/2021 07:21:42
DAVIDECASTELLAN,475,svchost,3016,,475,,1619680902.52145,29/04/2021 07:21:42
DAVIDECASTELLAN,217,svchost,3068,,217,,1619680902.62447,29/04/2021 07:21:42
DAVIDECASTELLAN,190,svchost,3116,,190,,1619680902.72766,29/04/2021 07:21:42
DAVIDECASTELLAN,225,svchost,3124,,225,,1619680902.82996,29/04/2021 07:21:42
DAVIDECASTELLAN,235,svchost,3140,,235,,1619680902.93155,29/04/2021 07:21:42
DAVIDECASTELLAN,234,svchost,3284,,234,,1619680903.0309,29/04/2021 07:21:43
DAVIDECASTELLAN,460,svchost,3348,,460,5,1619680903.13492,29/04/2021 07:21:43
DAVIDECASTELLAN,146,svchost,3360,,146,,1619680903.23404,29/04/2021 07:21:43
DAVIDECASTELLAN,209,svchost,3436,,209,,1619680903.33365,29/04/2021 07:21:43
DAVIDECASTELLAN,195,svchost,3604,,195,,1619680903.44029,29/04/2021 07:21:43
DAVIDECASTELLAN,325,svchost,3704,,325,,1619680903.53974,29/04/2021 07:21:43
DAVIDECASTELLAN,256,svchost,3804,,256,5,1619680903.6425,29/04/2021 07:21:43
DAVIDECASTELLAN,210,svchost,4060,,210,,1619680903.74285,29/04/2021 07:21:43
DAVIDECASTELLAN,216,svchost,4068,,216,5,1619680903.84595,29/04/2021 07:21:43
DAVIDECASTELLAN,759,svchost,4124,,759,,1619680903.94412,29/04/2021 07:21:43
DAVIDECASTELLAN,188,svchost,4168,,188,5,1619680904.04689,29/04/2021 07:21:44
DAVIDECASTELLAN,141,svchost,4292,,141,,1619680904.14536,29/04/2021 07:21:44
DAVIDECASTELLAN,386,svchost,4300,,386,,1619680904.24451,29/04/2021 07:21:44
DAVIDECASTELLAN,397,svchost,4376,,397,,1619680904.34506,29/04/2021 07:21:44
DAVIDECASTELLAN,170,svchost,4388,,170,,1619680904.45178,29/04/2021 07:21:44
DAVIDECASTELLAN,542,svchost,4500,,542,,1619680904.5535,29/04/2021 07:21:44
DAVIDECASTELLAN,230,svchost,4620,,230,,1619680904.65299,29/04/2021 07:21:44
DAVIDECASTELLAN,429,svchost,4768,,429,,1619680904.75244,29/04/2021 07:21:44
DAVIDECASTELLAN,536,svchost,4772,,536,5,1619680904.85464,29/04/2021 07:21:44
DAVIDECASTELLAN,441,svchost,4836,,441,,1619680904.95471,29/04/2021 07:21:44
DAVIDECASTELLAN,483,svchost,5260,,483,,1619680905.05301,29/04/2021 07:21:45
DAVIDECASTELLAN,264,svchost,5312,,264,5,1619680905.15462,29/04/2021 07:21:45
DAVIDECASTELLAN,171,svchost,5320,,171,,1619680905.2554,29/04/2021 07:21:45
DAVIDECASTELLAN,129,svchost,5372,,129,,1619680905.35364,29/04/2021 07:21:45
DAVIDECASTELLAN,407,svchost,5472,,407,,1619680905.45529,29/04/2021 07:21:45
DAVIDECASTELLAN,124,svchost,5548,,124,,1619680905.56006,29/04/2021 07:21:45
DAVIDECASTELLAN,381,svchost,5644,,381,,1619680905.65973,29/04/2021 07:21:45
DAVIDECASTELLAN,246,svchost,5660,,246,,1619680905.76187,29/04/2021 07:21:45
DAVIDECASTELLAN,303,svchost,5760,0.265625,303,,1619680905.85843,29/04/2021 07:21:45
DAVIDECASTELLAN,210,svchost,5964,,210,,1619680905.95943,29/04/2021 07:21:45
DAVIDECASTELLAN,102,svchost,5972,,102,,1619680906.06006,29/04/2021 07:21:46
DAVIDECASTELLAN,453,svchost,6224,,453,,1619680906.15953,29/04/2021 07:21:46
DAVIDECASTELLAN,371,svchost,6264,,371,,1619680906.25964,29/04/2021 07:21:46
DAVIDECASTELLAN,164,svchost,7564,,164,5,1619680906.36399,29/04/2021 07:21:46
DAVIDECASTELLAN,268,svchost,7988,,268,,1619680906.46569,29/04/2021 07:21:46
DAVIDECASTELLAN,292,svchost,8532,,292,5,1619680906.575,29/04/2021 07:21:46
DAVIDECASTELLAN,198,svchost,8648,,198,,1619680906.6744,29/04/2021 07:21:46
DAVIDECASTELLAN,497,svchost,8944,4.09375,497,,1619680906.77019,29/04/2021 07:21:46
DAVIDECASTELLAN,274,svchost,9976,,274,,1619680906.87164,29/04/2021 07:21:46
DAVIDECASTELLAN,110,svchost,10852,,110,,1619680906.97108,29/04/2021 07:21:46
DAVIDECASTELLAN,184,svchost,12140,,184,5,1619680907.07427,29/04/2021 07:21:47
DAVIDECASTELLAN,125,svchost,12864,,125,,1619680907.17425,29/04/2021 07:21:47
DAVIDECASTELLAN,231,svchost,15132,,231,,1619680907.2728,29/04/2021 07:21:47
DAVIDECASTELLAN,226,svchost,15492,,226,,1619680907.37212,29/04/2021 07:21:47
DAVIDECASTELLAN,517,svchost,15528,0.84375,517,,1619680907.47038,29/04/2021 07:21:47
DAVIDECASTELLAN,131,svchost,15564,,131,,1619680907.57883,29/04/2021 07:21:47
DAVIDECASTELLAN,729,svchost,15692,,729,,1619680907.68005,29/04/2021 07:21:47
DAVIDECASTELLAN,124,svchost,16544,,124,,1619680907.77872,29/04/2021 07:21:47
DAVIDECASTELLAN,116,svchost,17856,,116,5,1619680907.88078,29/04/2021 07:21:47
DAVIDECASTELLAN,116,svchost,20016,,116,5,1619680907.98238,29/04/2021 07:21:47
DAVIDECASTELLAN,531,SynTPEnh,8892,2.078125,531,,1619680908.08252,29/04/2021 07:21:48
DAVIDECASTELLAN,336,SynTPEnhService,2428,,336,5,1619680908.18749,29/04/2021 07:21:48
DAVIDECASTELLAN,5068,System,4,,5068,5,1619680908.28944,29/04/2021 07:21:48
DAVIDECASTELLAN,297,taskhostw,5764,0.640625,297,,1619680908.38496,29/04/2021 07:21:48
DAVIDECASTELLAN,215,taskhostw,7536,0.03125,215,,1619680908.4858,29/04/2021 07:21:48
DAVIDECASTELLAN,716,Taskmgr,3224,11.546875,716,5,1619680908.58665,29/04/2021 07:21:48
DAVIDECASTELLAN,574,TextInputHost,11128,0.671875,574,,1619680908.69242,29/04/2021 07:21:48
DAVIDECASTELLAN,142,unsecapp,7860,,142,,1619680908.79228,29/04/2021 07:21:48
DAVIDECASTELLAN,58,virtual-cam-registration-service,5572,,58,,1619680908.89118,29/04/2021 07:21:48
DAVIDECASTELLAN,516,vsls-agent,11220,2.828125,516,,1619680908.98767,29/04/2021 07:21:48
DAVIDECASTELLAN,161,wininit,816,,161,,1619680909.08701,29/04/2021 07:21:49
DAVIDECASTELLAN,297,winlogon,1300,,297,,1619680909.18727,29/04/2021 07:21:49
DAVIDECASTELLAN,102,WirelessKB850NotificationService,5588,,102,,1619680909.28532,29/04/2021 07:21:49
DAVIDECASTELLAN,501,wlanext,4776,,501,,1619680909.38521,29/04/2021 07:21:49
DAVIDECASTELLAN,247,WmiPrvSE,8048,,247,,1619680909.48535,29/04/2021 07:21:49
DAVIDECASTELLAN,434,WmiPrvSE,10332,,434,,1619680909.58669,29/04/2021 07:21:49
DAVIDECASTELLAN,332,WUDFHost,704,,332,5,1619680909.69549,29/04/2021 07:21:49
DAVIDECASTELLAN,566,WUDFHost,1164,,566,,1619680909.79245,29/04/2021 07:21:49
DAVIDECASTELLAN,1064,YourPhoneServer,12536,9.796875,1064,,1619680909.88942,29/04/2021 07:21:49
DAVIDECASTELLAN,343,ZeroConfigService,5608,,343,,1619680909.98992,29/04/2021 07:21:49
DAVIDECASTELLAN,402,AdAppMgrSvc,5224,,402,,1619681056.54282,29/04/2021 07:24:16
DAVIDECASTELLAN,158,AdobeUpdateService,4728,,158,,1619681056.6365,29/04/2021 07:24:16
DAVIDECASTELLAN,146,AdskLicensingService,5156,,146,,1619681056.73024,29/04/2021 07:24:16
DAVIDECASTELLAN,239,AGMService,5148,,239,,1619681056.82397,29/04/2021 07:24:16
DAVIDECASTELLAN,227,AGSService,5168,,227,,1619681056.91927,29/04/2021 07:24:16
DAVIDECASTELLAN,302,atieclxx,3160,,302,,1619681057.013,29/04/2021 07:24:17
DAVIDECASTELLAN,173,atiesrxx,2764,,173,,1619681057.10763,29/04/2021 07:24:17
DAVIDECASTELLAN,222,audiodg,4676,0.328125,222,,1619681057.21692,29/04/2021 07:24:17
DAVIDECASTELLAN,332,chrome,2720,2.09375,332,5,1619681057.31072,29/04/2021 07:24:17
DAVIDECASTELLAN,300,chrome,4164,10.015625,300,5,1619681057.42003,29/04/2021 07:24:17
DAVIDECASTELLAN,288,chrome,6468,2.71875,288,5,1619681057.52937,29/04/2021 07:24:17
DAVIDECASTELLAN,238,chrome,6532,0.921875,238,,1619681057.63983,29/04/2021 07:24:17
DAVIDECASTELLAN,253,chrome,8792,15.203125,253,,1619681057.73357,29/04/2021 07:24:17
DAVIDECASTELLAN,277,chrome,11544,1.953125,277,,1619681057.8273,29/04/2021 07:24:17
DAVIDECASTELLAN,303,chrome,11640,2.546875,303,,1619681057.93666,29/04/2021 07:24:17
DAVIDECASTELLAN,355,chrome,13048,0.125,355,,1619681058.03039,29/04/2021 07:24:18
DAVIDECASTELLAN,2923,chrome,13232,86.859375,2923,,1619681058.13571,29/04/2021 07:24:18
DAVIDECASTELLAN,1180,chrome,13316,13.40625,1180,5,1619681058.24507,29/04/2021 07:24:18
DAVIDECASTELLAN,593,chrome,13324,14.765625,593,,1619681058.3388,29/04/2021 07:24:18
DAVIDECASTELLAN,265,chrome,13380,0.390625,265,,1619681058.52627,29/04/2021 07:24:18
DAVIDECASTELLAN,278,chrome,13552,3.046875,278,,1619681058.63564,29/04/2021 07:24:18
DAVIDECASTELLAN,229,chrome,13832,0.21875,229,,1619681058.72936,29/04/2021 07:24:18
DAVIDECASTELLAN,239,chrome,13884,0.390625,239,,1619681058.8231,29/04/2021 07:24:18
DAVIDECASTELLAN,239,chrome,14028,1.296875,239,,1619681058.93275,29/04/2021 07:24:18
DAVIDECASTELLAN,230,chrome,14076,0.171875,230,,1619681059.02652,29/04/2021 07:24:19
DAVIDECASTELLAN,241,chrome,14164,11.078125,241,,1619681059.15374,29/04/2021 07:24:19
DAVIDECASTELLAN,234,chrome,14176,1.625,234,,1619681059.2631,29/04/2021 07:24:19
DAVIDECASTELLAN,255,chrome,14220,1.140625,255,,1619681059.37249,29/04/2021 07:24:19
DAVIDECASTELLAN,231,chrome,14636,1.234375,231,,1619681059.48181,29/04/2021 07:24:19
DAVIDECASTELLAN,233,chrome,14780,0.3125,233,,1619681059.57559,29/04/2021 07:24:19
DAVIDECASTELLAN,247,chrome,15844,11.375,247,,1619681059.66931,29/04/2021 07:24:19
DAVIDECASTELLAN,229,chrome,16072,0.203125,229,,1619681059.77864,29/04/2021 07:24:19
DAVIDECASTELLAN,229,chrome,16248,0.15625,229,,1619681059.88799,29/04/2021 07:24:19
DAVIDECASTELLAN,506,chrome,16364,53.359375,506,,1619681059.98175,29/04/2021 07:24:19
DAVIDECASTELLAN,236,chrome,16676,0.265625,236,5,1619681060.07546,29/04/2021 07:24:20
DAVIDECASTELLAN,662,chrome,16868,27.078125,662,,1619681060.16927,29/04/2021 07:24:20
DAVIDECASTELLAN,234,chrome,16972,0.984375,234,,1619681060.26298,29/04/2021 07:24:20
DAVIDECASTELLAN,326,chrome,17352,0.828125,326,,1619681060.35666,29/04/2021 07:24:20
DAVIDECASTELLAN,365,chrome,17364,2.046875,365,,1619681060.46602,29/04/2021 07:24:20
DAVIDECASTELLAN,251,chrome,18592,0.53125,251,,1619681060.55983,29/04/2021 07:24:20
DAVIDECASTELLAN,334,chrome,18688,1.109375,334,,1619681060.65352,29/04/2021 07:24:20
DAVIDECASTELLAN,232,chrome,19080,0.5,232,5,1619681060.76285,29/04/2021 07:24:20
DAVIDECASTELLAN,209,chrome,19356,0.0625,209,,1619681060.8566,29/04/2021 07:24:20
DAVIDECASTELLAN,97,conhost,4788,,97,,1619681061.05974,29/04/2021 07:24:21
DAVIDECASTELLAN,97,conhost,5884,0.015625,97,,1619681061.1534,29/04/2021 07:24:21
DAVIDECASTELLAN,97,conhost,10920,0.015625,97,,1619681061.24718,29/04/2021 07:24:21
DAVIDECASTELLAN,40,conhost,14888,,40,5,1619681061.34088,29/04/2021 07:24:21
DAVIDECASTELLAN,100,conhost,18236,0.03125,100,5,1619681061.43588,29/04/2021 07:24:21
DAVIDECASTELLAN,839,csrss,700,,839,,1619681061.52965,29/04/2021 07:24:21
DAVIDECASTELLAN,812,csrss,824,,812,5,1619681061.67021,29/04/2021 07:24:21
DAVIDECASTELLAN,445,ctfmon,9116,2.953125,445,,1619681061.77961,29/04/2021 07:24:21
DAVIDECASTELLAN,277,CVHSVC,7692,,277,,1619681061.8733,29/04/2021 07:24:21
DAVIDECASTELLAN,400,dasHost,3532,,400,5,1619681061.9671,29/04/2021 07:24:21
DAVIDECASTELLAN,2319,devenv,12040,256.578125,2319,,1619681062.06082,29/04/2021 07:24:22
DAVIDECASTELLAN,129,dllhost,9240,1.046875,129,,1619681062.15455,29/04/2021 07:24:22
DAVIDECASTELLAN,220,dllhost,13016,0.09375,220,5,1619681062.29511,29/04/2021 07:24:22
DAVIDECASTELLAN,3149,dwm,1440,,3149,,1619681062.40446,29/04/2021 07:24:22
DAVIDECASTELLAN,105,esif_uf,4108,,105,,1619681062.4982,29/04/2021 07:24:22
DAVIDECASTELLAN,357,EvtEng,4576,,357,,1619681062.59193,29/04/2021 07:24:22
DAVIDECASTELLAN,2494,explorer,8900,76.640625,2494,,1619681062.70129,29/04/2021 07:24:22
DAVIDECASTELLAN,199,FNPLicensingService,5192,,199,,1619681062.79502,29/04/2021 07:24:22
DAVIDECASTELLAN,32,fontdrvhost,572,,32,,1619681062.90438,29/04/2021 07:24:22
DAVIDECASTELLAN,32,fontdrvhost,1364,,32,,1619681063.01373,29/04/2021 07:24:23
DAVIDECASTELLAN,35,git,3548,,35,,1619681063.10747,29/04/2021 07:24:23
DAVIDECASTELLAN,59,GOOGLE~1,11752,4.75,59,,1619681063.2012,29/04/2021 07:24:23
DAVIDECASTELLAN,59,GOOGLE~1,12084,4.65625,59,,1619681063.29494,29/04/2021 07:24:23
DAVIDECASTELLAN,1018,GOOGLE~1,12904,13.234375,1018,,1619681063.38871,29/04/2021 07:24:23
DAVIDECASTELLAN,1000,GOOGLE~1,13360,375.171875,1000,,1619681063.52927,29/04/2021 07:24:23
DAVIDECASTELLAN,57,GOOGLE~1,14512,4.46875,57,,1619681063.62301,29/04/2021 07:24:23
DAVIDECASTELLAN,442,GOOGLE~1,17672,4.3125,442,,1619681063.73236,29/04/2021 07:24:23
DAVIDECASTELLAN,171,GoogleCrashHandler,8228,,171,,1619681063.82614,29/04/2021 07:24:23
DAVIDECASTELLAN,154,GoogleCrashHandler64,8236,,154,,1619681063.9199,29/04/2021 07:24:23
DAVIDECASTELLAN,47,googledrivesync,8084,4.625,47,,1619681064.01357,29/04/2021 07:24:24
DAVIDECASTELLAN,899,googledrivesync,14592,86.328125,899,,1619681064.12296,29/04/2021 07:24:24
DAVIDECASTELLAN,723,HPAudioSwitch,1152,4.46875,723,,1619681064.23228,29/04/2021 07:24:24
DAVIDECASTELLAN,352,HPCommRecovery,15356,,352,5,1619681064.3261,29/04/2021 07:24:24
DAVIDECASTELLAN,545,HPJumpStartBridge,14524,,545,,1619681064.43537,29/04/2021 07:24:24
DAVIDECASTELLAN,168,HPJumpStartLaunch,6504,0.0625,168,5,1619681064.5291,29/04/2021 07:24:24
DAVIDECASTELLAN,675,HPSupportSolutionsFrameworkService,11876,,675,,1619681064.62284,29/04/2021 07:24:24
DAVIDECASTELLAN,137,HPWMISVC,4792,,137,,1619681064.74786,29/04/2021 07:24:24
DAVIDECASTELLAN,206,HuaweiHiSuiteService64,5132,,206,,1619681064.85717,29/04/2021 07:24:24
DAVIDECASTELLAN,89,ibtsiva,5124,,89,,1619681064.95091,29/04/2021 07:24:24
DAVIDECASTELLAN,0,Idle,0,,0,2,1619681065.04471,29/04/2021 07:24:25
DAVIDECASTELLAN,174,igfxCUIService,3312,,174,,1619681065.13844,29/04/2021 07:24:25
DAVIDECASTELLAN,418,igfxEM,5220,3.1875,418,,1619681065.23211,29/04/2021 07:24:25
DAVIDECASTELLAN,167,IntelCpHDCPSvc,4332,,167,,1619681065.35709,29/04/2021 07:24:25
DAVIDECASTELLAN,139,IntelCpHeciSvc,6200,,139,,1619681065.45085,29/04/2021 07:24:25
DAVIDECASTELLAN,136,jhi_service,6940,,136,5,1619681065.56018,29/04/2021 07:24:25
DAVIDECASTELLAN,361,LMS,14356,,361,,1619681065.65398,29/04/2021 07:24:25
DAVIDECASTELLAN,1514,lsass,932,,1514,,1619681065.74769,29/04/2021 07:24:25
DAVIDECASTELLAN,169,mDNSResponder,2488,,169,,1619681065.84138,29/04/2021 07:24:25
DAVIDECASTELLAN,0,Memory Compression,3236,,0,2,1619681065.98198,29/04/2021 07:24:25
DAVIDECASTELLAN,726,Microsoft.ServiceHub.Controller,15120,2.234375,726,,1619681066.07572,29/04/2021 07:24:26
DAVIDECASTELLAN,275,moses,18188,5.5,275,,1619681066.16946,29/04/2021 07:24:26
DAVIDECASTELLAN,493,MoUsoCoreWorker,15484,,493,,1619681066.26325,29/04/2021 07:24:26
DAVIDECASTELLAN,812,MsMpEng,5776,,812,5,1619681066.37254,29/04/2021 07:24:26
DAVIDECASTELLAN,208,NisSrv,8420,,208,5,1619681066.46632,29/04/2021 07:24:26
DAVIDECASTELLAN,152,OpenConsole,6040,0.015625,152,5,1619681066.59125,29/04/2021 07:24:26
DAVIDECASTELLAN,156,OpenConsole,8096,0.3125,156,5,1619681066.68499,29/04/2021 07:24:26
DAVIDECASTELLAN,152,OpenConsole,19744,0.015625,152,5,1619681066.79435,29/04/2021 07:24:26
DAVIDECASTELLAN,745,PerfWatson2,13076,4.4375,745,,1619681066.88815,29/04/2021 07:24:26
DAVIDECASTELLAN,777,powershell,7344,1.828125,777,,1619681066.98183,29/04/2021 07:24:26
DAVIDECASTELLAN,777,powershell,13820,1.640625,777,,1619681067.09933,29/04/2021 07:24:27
DAVIDECASTELLAN,770,powershell,14608,2.828125,770,,1619681067.23154,29/04/2021 07:24:27
DAVIDECASTELLAN,777,powershell,19716,1.921875,777,,1619681067.33349,29/04/2021 07:24:27
DAVIDECASTELLAN,243,PresentationFontCache,1272,,243,,1619681067.43553,29/04/2021 07:24:27
DAVIDECASTELLAN,158,PreziCrashHandler,5988,,158,,1619681067.53395,29/04/2021 07:24:27
DAVIDECASTELLAN,141,PreziCrashHandler64,7976,,141,,1619681067.62974,29/04/2021 07:24:27
DAVIDECASTELLAN,202,QuickTextPaste,13188,0.234375,202,,1619681067.73123,29/04/2021 07:24:27
DAVIDECASTELLAN,846,RadeonSettings,11692,6.515625,846,,1619681067.83215,29/04/2021 07:24:27
DAVIDECASTELLAN,0,Registry,124,,0,2,1619681067.93701,29/04/2021 07:24:27
DAVIDECASTELLAN,184,RegSrvc,5596,,184,5,1619681068.03488,29/04/2021 07:24:28
DAVIDECASTELLAN,191,RtkAudioService64,4200,,191,,1619681068.13327,29/04/2021 07:24:28
DAVIDECASTELLAN,476,RtkNGUI64,12888,0.734375,476,,1619681068.23035,29/04/2021 07:24:28
DAVIDECASTELLAN,343,RuntimeBroker,5060,0.671875,343,,1619681068.33646,29/04/2021 07:24:28
DAVIDECASTELLAN,299,RuntimeBroker,9220,0.171875,299,,1619681068.44417,29/04/2021 07:24:28
DAVIDECASTELLAN,500,RuntimeBroker,9560,3.8125,500,5,1619681068.54866,29/04/2021 07:24:28
DAVIDECASTELLAN,354,RuntimeBroker,15476,4.359375,354,,1619681068.6445,29/04/2021 07:24:28
DAVIDECASTELLAN,683,SamsungMagician,9696,7.25,683,,1619681068.74225,29/04/2021 07:24:28
DAVIDECASTELLAN,97,schtasks,5356,0,97,,1619681068.83868,29/04/2021 07:24:28
DAVIDECASTELLAN,97,schtasks,6424,0.015625,97,,1619681068.96047,29/04/2021 07:24:28
DAVIDECASTELLAN,1085,SearchApp,9508,4.484375,1085,,1619681069.07019,29/04/2021 07:24:29
DAVIDECASTELLAN,877,SearchIndexer,7628,,877,,1619681069.16594,29/04/2021 07:24:29
DAVIDECASTELLAN,418,SecurityHealthService,12680,,418,,1619681069.26269,29/04/2021 07:24:29
DAVIDECASTELLAN,183,SecurityHealthSystray,12616,0.09375,183,,1619681069.35744,29/04/2021 07:24:29
DAVIDECASTELLAN,892,ServiceHub.Host.CLR.x86,7636,3.75,892,,1619681069.45233,29/04/2021 07:24:29
DAVIDECASTELLAN,798,ServiceHub.Host.CLR.x86,9984,3.5625,798,,1619681069.54732,29/04/2021 07:24:29
